City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
222,melfi,40.9965,15.6514,2.26,84,0,1.31,IT,1706663152
223,onokhoy,51.932,108.0747,-36.14,99,65,0.24,RU,1706663152
224,san luis de la loma,17.2706,-100.8939,25.48,77,100,1.26,MX,1706663152
225,mar del plata,-38.0023,-57.5575,23.82,87,100,3.09,AR,1706663152
226,samana,19.2056,-69.3369,23.06,83,100,4.02,DO,1706663152
227,allapalli,19.4167,80.0667,16.85,61,96,1.59,IN,1706663153
228,brokopondo,4.75,-55.1667,25.79,85,55,3.33,SR,1706663153
229,maymana,35.9214,64.7836,0.85,87,96,1.4,AF,1706663153
230,romanovo,52.6182,81.2271,-17.98,92,73,3.56,RU,1706663153
231,daru,-9.0763,143.2092,28.92,74,100,3.83,PG,1706663153
232,constantia,44.1833,28.65,-4.62,79,40,3.53,RO,1706663153
233,galliano,29.4422,-90.2992,16.0,70,100,4.09,US,1706662982
234,egilsstadir,65.2653,-14.3948,-1.05,69,75,4.12,IS,1706663153
235,chabahar,25.2919,60.643,22.86,75,14,4.39,IR,1706663154
236,namtsy,62.7161,129.6658,-36.85,99,95,0.13,RU,1706663154
237,goksun,38.021,36.4973,-3.37,88,96,2.8,TR,1706663154
238,vorgashor,67.5833,63.95,-13.14,95,100,4.95,RU,1706662878
239,camana,-16.6228,-72.7111,22.81,86,100,2.78,PE,1706663154
240,malango,-2.9627,119.9001,24.94,83,74,0.54,ID,1706663154
241,riberalta,-10.9833,-66.1,26.72,79,100,1.09,BO,1706663154
242,praia da vitoria,38.7333,-27.0667,15.14,88,75,2.98,PT,1706663154
243,forster,-32.1667,152.5167,27.94,74,19,4.49,AU,1706663155
244,quatre cocos,-20.2078,57.7625,26.06,72,100,4.78,MU,1706663155
245,remire-montjoly,4.9167,-52.2667,27.02,89,75,2.06,GF,1706663155
246,mount isa,-20.7333,139.5,25.87,89,100,8.75,AU,1706663155
247,caconda,-13.7333,15.0667,16.54,94,100,0.59,AO,1706663155
248,port moresby,-9.4431,147.1797,26.68,89,75,2.57,PG,1706663155
249,saladan,7.6134,99.0365,25.42,79,39,6.55,TH,1706663155
250,cadale,2.7603,46.3222,25.23,79,53,6.87,SO,1706663156
251,ha'il,27.5219,41.6907,8.01,71,0,1.03,SA,1706663156
252,kodinsk,58.6881,99.1844,-31.42,100,60,1.2,RU,1706663156
253,kota kinabalu,5.9749,116.0724,27.99,78,20,1.54,MY,1706662984
254,port alfred,-33.5906,26.891,21.21,93,100,2.17,ZA,1706663156
255,mumford,5.2618,-0.759,26.21,87,2,3.98,GH,1706663156
256,minas de marcona,-15.2119,-75.1103,19.02,81,100,5.26,PE,1706663156
257,veraval,20.9,70.3667,20.39,78,99,4.48,IN,1706663156
258,muttupet,10.4,79.4833,23.22,91,88,3.82,IN,1706663157
259,jacobina,-11.1806,-40.5183,22.24,76,0,0.12,BR,1706663154
260,wynyard,-41.0,145.7167,21.17,39,7,3.78,AU,1706663157
261,ilhabela,-23.7781,-45.3581,24.53,85,100,2.53,BR,1706662911
262,gobabis,-22.45,18.9667,19.77,76,37,5.17,NA,1706663157
263,tonekabon,36.8163,50.8738,5.97,79,77,1.31,IR,1706663157
264,midvagur,62.0511,-7.1939,7.46,87,100,7.72,FO,1706663002
265,krasyliv,49.6519,26.9725,-4.81,87,68,2.62,UA,1706663157
266,capela do alto,-23.4706,-47.7347,22.58,58,100,0.92,BR,1706663158
267,molalla,45.1473,-122.577,14.25,78,100,3.09,US,1706663158
